task_id,task_type,model_name,evaluator,Fluency,Coherence,Conciseness,Accuracy,Constructiveness,Final choice,Motivational tone,Sentiment match
B15,Interpret,DeepSeek,B_V4,0,0,0.6666666667,0,1,0,0,0
B15,Interpret,Flash,B_V4,0.3333333333,0.6666666667,0.3333333333,1,0.3333333333,0.6666666667,0.6666666667,0.3333333333
B15,Interpret,Gemini,B_V4,1,0.3333333333,1,0,0,0.3333333333,0.3333333333,1
B15,Interpret,Qwen,B_V4,0.6666666667,1,0,0,0.6666666667,1,1,0.6666666667
B16,Interpret,DeepSeek,B_V5,0,0,0.6666666667,0,0.3333333333,0,0.3333333333,0
B16,Interpret,Flash,B_V5,0.3333333333,0.6666666667,0.3333333333,1,0.6666666667,0.3333333333,0.6666666667,0.6666666667
B16,Interpret,Gemini,B_V5,0.6666666667,0.3333333333,1,0,0,0.6666666667,0,1
B16,Interpret,Qwen,B_V5,1,1,0,0,1,1,1,0.3333333333
B16,Interpret,DeepSeek,B_V3,0,0,0.6666666667,0,0.6666666667,0,0.3333333333,0.6666666667
B16,Interpret,Flash,B_V3,0.3333333333,0.3333333333,0.3333333333,1,0.3333333333,0.3333333333,0.6666666667,0
B16,Interpret,Gemini,B_V3,0.6666666667,0.6666666667,1,0,0,0.6666666667,0,0.3333333333
B16,Interpret,Qwen,B_V3,1,1,0,0,1,1,1,1
B17,Interpret,DeepSeek,B_V2,0,0.3333333333,0.3333333333,1,0.6666666667,0,0.3333333333,0.3333333333
B17,Interpret,Flash,B_V2,0.6666666667,0.6666666667,1,0,0.3333333333,0.6666666667,0.6666666667,0.6666666667
B17,Interpret,Gemini,B_V2,0.3333333333,0,0.6666666667,0,0,0.3333333333,0,0
B17,Interpret,Qwen,B_V2,1,1,0,0,1,1,1,1
B18,Interpret,DeepSeek,B_V1,0,0,0.6666666667,0,0.6666666667,0,0,0
B18,Interpret,Flash,B_V1,0.6666666667,0.6666666667,0,1,0.3333333333,0.6666666667,1,0.3333333333
B18,Interpret,Gemini,B_V1,0.3333333333,0.3333333333,1,0,0,0.3333333333,0.3333333333,0.6666666667
B18,Interpret,Qwen,B_V1,1,1,0.3333333333,0.5,1,1,0.6666666667,1
B18,Interpret,DeepSeek,B_V2,0,0,0.6666666667,0,0.6666666667,0,0.3333333333,0
B18,Interpret,Flash,B_V2,0.3333333333,1,0,1,0.3333333333,0.6666666667,0.6666666667,0.3333333333
B18,Interpret,Gemini,B_V2,0.6666666667,0.3333333333,1,0,0,0.3333333333,0,1
B18,Interpret,Qwen,B_V2,1,0.6666666667,0.3333333333,0,1,1,1,0.6666666667
C13,Interpret,DeepSeek,C_V1,0,0.6666666667,1,1,0.6666666667,0,0.3333333333,1
C13,Interpret,Flash,C_V1,0.6666666667,0.3333333333,0,0,0.3333333333,0.3333333333,0.6666666667,0.3333333333
C13,Interpret,Gemini,C_V1,0.3333333333,1,0.6666666667,0,0,0.6666666667,0,0.6666666667
C13,Interpret,Qwen,C_V1,1,0,0.3333333333,0,1,1,1,0
C14,Interpret,DeepSeek,C_V5,0.3333333333,1,0.6666666667,1,0.6666666667,0,0.3333333333,0
C14,Interpret,Flash,C_V5,0,0,0.3333333333,0,0,0.3333333333,1,1
C14,Interpret,Gemini,C_V5,0.6666666667,0.3333333333,1,0.5,0.3333333333,0.6666666667,0,0.3333333333
C14,Interpret,Qwen,C_V5,1,0.6666666667,0,0,1,1,0.6666666667,0.6666666667
C14,Interpret,DeepSeek,C_V1,0,0,1,0,1,0,0.3333333333,0
C14,Interpret,Flash,C_V1,0.6666666667,0.6666666667,0.3333333333,1,0,0.6666666667,1,0.6666666667
C14,Interpret,Gemini,C_V1,1,0.3333333333,0.6666666667,0,0.3333333333,0.3333333333,0,1
C14,Interpret,Qwen,C_V1,0.3333333333,1,0,0,0.6666666667,1,0.6666666667,0.3333333333
C15,Interpret,DeepSeek,C_V5,0,0,1,0,1,0.3333333333,1,0
C15,Interpret,Flash,C_V5,0.3333333333,0.6666666667,0.3333333333,1,0,0,0.3333333333,0.6666666667
C15,Interpret,Gemini,C_V5,0.6666666667,0.3333333333,0.6666666667,0,0.3333333333,0.6666666667,0.6666666667,0.3333333333
C15,Interpret,Qwen,C_V5,1,1,0,0,0.6666666667,1,0,1
C15,Interpret,DeepSeek,C_V2,0,1,1,1,1,0,0,0
C15,Interpret,Flash,C_V2,0.3333333333,0,0.6666666667,0,0,0.3333333333,0.6666666667,0.6666666667
C15,Interpret,Gemini,C_V2,0.6666666667,0.3333333333,0.3333333333,0,0.3333333333,0.6666666667,0.3333333333,0.3333333333
C15,Interpret,Qwen,C_V2,1,0.6666666667,0,0,0.6666666667,1,1,1
C16,Interpret,DeepSeek,C_V3,0.3333333333,0,0.6666666667,1,0.6666666667,0,0.3333333333,0
C16,Interpret,Flash,C_V3,0,0.6666666667,0.3333333333,0,0,0.6666666667,0.6666666667,0.3333333333
C16,Interpret,Gemini,C_V3,0.6666666667,0.3333333333,1,0,0.3333333333,0.3333333333,0,0.6666666667
C16,Interpret,Qwen,C_V3,1,1,0,0,1,1,1,1
C16,Interpret,DeepSeek,C_V4,0,0.6666666667,0.6666666667,1,0.6666666667,0,0,0.6666666667
C16,Interpret,Flash,C_V4,0.3333333333,0.3333333333,0.3333333333,0,0,0.6666666667,0.6666666667,0.3333333333
C16,Interpret,Gemini,C_V4,0.6666666667,0,1,0,0.3333333333,0.3333333333,0.3333333333,1
C16,Interpret,Qwen,C_V4,1,1,0,0,1,1,1,0
C17,Interpret,DeepSeek,C_V4,0,0,0.6666666667,0,0.3333333333,0,0.6666666667,0
C17,Interpret,Flash,C_V4,0.3333333333,0.6666666667,0,1,1,0.6666666667,1,0.3333333333
C17,Interpret,Gemini,C_V4,0.6666666667,0.3333333333,1,0,0,0.3333333333,0,0.6666666667
C17,Interpret,Qwen,C_V4,1,1,0.3333333333,0,0.6666666667,1,0.3333333333,1
C18,Interpret,DeepSeek,C_V3,0.6666666667,0,0.6666666667,0,1,0,0.3333333333,0.6666666667
C18,Interpret,Flash,C_V3,0,0.6666666667,0,1,0.6666666667,0.6666666667,1,0.3333333333
C18,Interpret,Gemini,C_V3,1,0.3333333333,1,0,0.3333333333,0.3333333333,0,1
C18,Interpret,Qwen,C_V3,0.3333333333,1,0.3333333333,0,0,1,0.6666666667,0
C18,Interpret,DeepSeek,C_V2,0,0,0.6666666667,0,1,0,0,0.3333333333
C18,Interpret,Flash,C_V2,0.3333333333,0.6666666667,0,1,0.6666666667,0.6666666667,1,0
C18,Interpret,Gemini,C_V2,1,0.3333333333,1,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.6666666667
C18,Interpret,Qwen,C_V2,0.6666666667,1,0.3333333333,0.6666666667,0,1,0.6666666667,1
